Acceleration,Ballcontrol,Finishing,GKdiving,Aggression,POS
61,56,56,7,77,MID
62,76,52,8,73,MID
66,73,66,11,84,MID
67,66,32,14,66,DEF
54,55,21,6,73,MID
72,73,65,13,77,MID
70,69,43,11,69,MID
41,33,14,76,29,GK
50,59,29,8,69,MID
73,65,25,7,78,MID
61,60,25,10,79,MID
56,67,38,7,70,DEF
61,77,63,6,55,MID
71,73,48,8,68,MID
43,50,26,6,82,DEF
69,74,61,7,64,MID
51,23,29,73,24,GK
41,17,20,74,17,GK
47,20,17,74,42,GK
64,67,51,10,92,MID
68,72,45,14,70,MID
68,75,69,15,66,MID
55,18,12,72,35,GK
74,76,65,10,59,MID
79,71,57,9,90,DEF
60,69,39,8,73,MID
71,72,56,8,78,MID
60,48,29,14,79,MID
46,49,13,13,75,DEF
74,74,64,12,71,MID
54,68,25,9,83,MID
45,27,18,73,44,GK
33,21,10,74,22,GK
87,76,73,16,52,ST
53,75,61,15,66,MID
43,24,16,75,16,GK
50,15,12,74,26,GK
87,75,74,15,46,ST
66,69,35,13,68,DEF
46,66,33,10,88,DEF
33,72,36,7,67,DEF
55,77,46,7,83,MID
53,59,21,12,77,MID
58,71,53,10,74,MID
51,24,11,72,24,GK
67,75,57,11,47,MID
75,72,59,10,68,MID
73,75,56,6,71,MID
43,72,68,12,83,DEF
66,74,46,10,82,MID
68,71,62,11,85,MID
76,57,32,10,70,DEF
68,77,44,16,80,MID
55,70,49,12,64,MID
44,28,14,73,16,GK
71,52,34,12,78,MID
59,66,52,13,72,MID
48,34,15,73,40,GK
39,72,39,13,75,DEF
37,25,12,67,36,GK
55,57,22,12,86,MID
61,56,44,12,77,MID
67,71,27,13,81,MID
67,60,22,9,77,MID
75,71,39,13,66,MID
71,74,68,8,80,MID
25,20,10,68,22,GK
55,20,14,73,37,GK
74,74,62,13,81,MID
74,69,59,13,67,MID
39,19,20,72,35,GK
35,30,20,72,31,GK
38,24,7,72,24,GK
61,57,33,9,75,MID
66,64,39,13,70,MID
54,19,12,69,35,GK
73,74,67,7,77,MID
63,55,41,7,56,MID
50,50,43,12,75,MID
67,66,34,9,73,MID
51,63,56,13,80,MID
62,61,56,8,81,MID
63,56,24,15,68,MID
51,23,13,73,20,GK
74,73,61,16,68,MID
67,66,57,15,69,MID
65,75,59,7,64,MID
34,68,54,13,77,DEF
66,68,46,6,88,MID
52,59,45,14,64,MID
27,19,13,72,22,GK
68,75,61,15,72,MID
69,69,33,7,59,DEF
71,61,41,7,71,MID
65,62,36,15,72,MID
58,70,52,9,72,MID
63,72,58,16,72,MID
71,61,41,10,82,MID
68,78,58,9,42,MID
51,55,26,15,79,MID
58,63,42,13,66,MID
53,72,36,12,73,MID
67,71,55,9,67,MID
69,68,37,9,69,MID
67,73,48,9,71,MID
71,68,33,14,68,MID
70,73,53,10,77,MID
69,64,31,9,76,MID
63,49,41,10,80,MID
69,71,42,8,61,MID
55,57,23,8,69,MID
44,20,18,72,33,GK
34,55,47,8,70,DEF
59,54,28,15,71,MID
71,67,55,8,51,MID
75,65,28,13,82,MID
29,24,19,70,30,GK
71,73,70,14,59,MID
66,75,57,10,61,MID
74,72,66,16,77,MID
52,71,55,13,62,MID
38,20,14,77,33,GK
75,61,51,7,81,MID
69,71,64,14,48,MID
55,51,26,7,85,MID
41,55,35,15,45,DEF
72,65,40,7,72,MID
40,17,13,74,34,GK
72,67,27,15,70,MID
65,55,58,7,72,MID
65,52,20,9,69,MID
38,22,9,72,27,GK
58,59,53,14,78,MID
72,74,69,11,56,MID
83,67,38,13,75,DEF
51,51,31,13,66,MID
68,76,67,11,37,MID
70,75,66,10,59,MID
68,58,27,10,75,MID
40,71,59,6,80,DEF
71,64,60,7,78,MID
67,61,45,5,80,MID
59,68,73,8,78,DEF
75,72,65,13,76,MID
36,27,12,72,32,GK
66,74,64,10,66,MID
62,56,18,13,77,DEF
53,49,41,14,73,DEF
67,49,22,7,88,MID
65,70,47,13,64,MID
66,63,47,10,70,MID
61,56,44,12,77,MID
74,69,62,13,71,MID
62,74,70,14,41,MID
45,46,30,7,80,DEF
55,58,29,6,74,MID
66,68,50,8,72,MID
24,15,10,74,45,GK
67,71,28,10,66,MID
73,49,35,11,64,MID
59,73,52,16,66,MID
53,68,52,14,71,MID
61,65,42,12,77,MID
72,67,32,15,78,MID
72,72,54,11,85,MID
65,63,65,11,80,MID
70,67,54,12,82,MID
63,55,41,7,56,MID
72,73,67,14,59,MID
41,24,17,73,25,GK
60,55,30,9,80,MID
64,76,52,10,80,MID
62,61,56,8,81,MID
52,59,45,14,64,MID
68,54,20,10,76,MID
64,68,29,12,78,MID
57,72,58,8,68,MID
55,54,44,15,90,MID
72,77,54,13,78,MID
54,65,39,7,74,MID
67,71,55,9,67,MID
90,63,73,12,51,ST
41,21,12,82,33,GK
69,55,47,15,77,MID
40,40,23,13,61,DEF
39,25,12,67,26,GK
67,74,67,12,61,MID
68,72,66,6,56,MID
54,58,14,8,67,MID
55,21,19,76,34,GK
42,24,10,75,17,GK
70,73,53,11,84,MID
71,67,55,8,51,MID
51,60,42,13,74,MID
73,70,45,15,69,MID
48,56,36,13,70,DEF
75,61,51,7,81,MID
74,65,34,9,85,MID
58,76,57,11,70,MID
55,52,21,7,76,MID
38,25,12,71,24,GK
32,13,12,69,25,GK
50,21,12,68,39,GK
69,73,29,13,70,MID
46,22,12,73,45,GK
25,13,12,70,18,GK
53,61,32,8,70,MID
66,74,69,14,72,MID
68,76,67,11,37,MID
68,62,32,6,73,MID
41,25,9,70,36,GK
73,58,32,13,79,MID
61,59,23,12,78,MID
53,53,23,9,75,MID
46,61,33,12,58,DEF
74,69,48,6,65,MID
66,75,66,10,80,MID
51,73,72,14,72,MID
69,71,65,15,42,MID
69,62,46,12,86,MID
66,64,52,12,71,MID
66,72,22,13,68,MID
75,75,64,10,67,MID
59,74,39,10,45,MID
60,53,18,15,68,MID
68,75,59,10,59,MID
44,57,26,12,80,DEF
67,59,31,9,72,MID
50,55,23,6,75,MID
73,68,52,10,70,MID
67,62,32,7,66,MID
68,61,38,13,77,DEF
42,52,23,6,77,DEF
71,70,68,14,49,MID
35,20,9,71,41,GK
53,60,28,9,84,MID
69,70,58,7,65,MID
47,18,16,71,39,GK
71,70,59,9,70,MID
68,60,29,16,83,MID
59,59,29,13,76,MID
75,73,70,15,59,MID
73,68,45,7,80,MID
54,29,14,73,40,GK
64,70,48,8,72,MID
59,63,55,10,70,MID
69,64,43,6,81,MID
65,73,69,8,47,MID
50,64,22,8,69,MID
67,75,44,8,69,MID
56,73,59,7,68,MID
56,78,43,3,65,MID
70,64,56,10,75,MID
64,76,32,12,80,MID
70,69,26,7,80,MID
41,24,10,70,26,GK
63,70,43,11,65,MID
68,72,58,16,65,MID
53,61,30,10,66,MID
27,22,13,75,27,GK
87,75,73,15,45,ST
44,24,13,72,17,GK
74,73,64,13,53,MID
42,20,20,73,18,GK
70,70,58,13,70,MID
66,69,61,9,83,MID
69,63,32,8,64,MID
72,68,41,11,80,MID
56,63,46,15,73,MID
68,65,27,6,58,MID
34,46,26,15,80,DEF
62,66,45,12,86,MID
73,76,56,6,60,MID
65,66,54,13,73,MID
50,55,11,9,72,MID
68,65,63,9,84,MID
71,72,64,11,57,MID
75,73,59,9,78,MID
66,64,27,12,71,DEF
25,25,13,74,31,GK
68,69,65,15,83,MID
66,74,58,10,56,MID
65,42,40,9,80,MID
35,21,9,71,41,GK
68,57,24,5,69,MID
53,63,42,8,75,MID
72,69,45,15,70,MID
59,76,65,7,64,MID
69,70,41,9,85,MID
86,71,73,8,32,ST
68,56,30,15,67,MID
63,59,20,15,80,MID
69,70,29,11,75,MID
64,65,32,13,73,MID
39,26,13,73,42,GK
62,71,76,13,76,DEF
68,73,52,9,74,MID
62,53,38,12,75,MID
54,77,65,15,85,MID
75,74,58,14,91,MID
61,63,53,12,74,MID
64,68,36,13,69,MID
69,74,30,6,67,MID
68,74,49,8,75,MID
62,51,39,7,63,MID
51,55,29,14,75,MID
55,74,52,9,68,MID
72,62,37,9,51,MID
63,74,52,13,73,MID
72,67,37,9,83,MID
59,71,49,14,77,MID
66,52,26,9,80,MID
52,64,47,6,72,MID
67,75,68,11,51,MID
75,69,41,7,80,MID
69,66,45,7,84,MID
66,67,47,11,85,MID
34,57,29,9,71,DEF
68,70,30,12,75,MID
75,73,54,8,58,MID
65,65,48,14,74,MID
53,49,41,14,73,DEF
77,67,43,11,60,DEF
71,61,41,7,71,MID
32,23,14,71,32,GK
38,22,11,75,44,GK
61,69,30,14,72,MID
66,68,51,10,81,MID
52,27,28,71,40,GK
52,68,75,11,83,DEF
68,72,36,10,65,MID
71,61,41,10,82,MID
70,67,54,12,82,MID
34,18,12,75,42,GK
75,70,51,13,73,MID
67,63,48,16,80,MID
66,67,49,7,66,MID
50,75,60,7,63,MID
68,61,36,10,67,MID
48,22,16,74,40,GK
54,72,61,12,57,MID
68,57,25,8,69,MID
75,72,47,15,64,MID
67,62,11,11,75,MID
49,22,19,76,25,GK
53,70,41,16,74,MID
36,34,15,70,26,GK
54,22,12,72,26,GK
52,59,49,10,74,MID
71,71,44,6,74,MID
66,73,70,8,63,MID
75,75,46,14,67,MID
67,71,42,6,74,MID
75,73,34,9,68,MID
53,12,16,70,21,GK
59,66,41,10,69,MID
46,60,35,9,62,DEF
65,66,54,7,84,MID
63,76,37,9,58,MID
61,69,41,6,68,MID
39,24,16,73,24,GK
52,39,30,11,86,MID
52,58,25,15,75,MID
49,46,21,15,70,DEF
51,20,14,69,32,GK
48,22,10,74,35,GK
45,37,17,71,31,GK
75,67,39,12,73,MID
66,75,69,10,80,MID
56,76,64,8,56,MID
75,72,51,12,72,MID
74,67,53,7,68,MID
66,64,52,12,71,MID
70,63,20,10,75,MID
70,69,42,9,75,MID
25,24,11,64,33,GK
68,67,48,14,85,MID
68,70,45,15,69,MID
75,70,58,15,59,MID
55,52,16,14,70,MID
72,66,50,6,74,MID
68,58,23,9,80,MID
75,74,62,13,68,MID
59,60,26,14,66,MID
63,69,60,15,56,MID
69,62,26,14,68,MID
54,69,59,16,67,MID
62,58,38,13,64,MID
63,61,33,11,74,MID
63,60,43,13,73,MID
41,55,35,15,45,DEF
72,65,40,7,72,MID
52,63,39,6,85,MID
52,47,35,12,65,DEF
52,55,25,14,83,MID
60,70,50,7,66,MID
67,75,44,8,69,MID
73,70,62,13,78,MID
65,73,68,14,58,MID
56,71,58,6,82,MID
55,53,30,9,82,MID
51,51,31,13,66,MID
34,12,8,70,26,GK
65,77,46,13,75,MID
68,58,27,10,75,MID
34,24,12,73,32,GK
69,74,47,8,74,MID
69,72,38,7,69,MID
55,58,30,8,74,MID
87,75,73,15,45,ST
65,67,49,10,81,MID
60,60,24,10,73,DEF
59,70,61,15,78,MID
33,18,18,73,16,GK
69,72,56,12,78,MID
30,46,26,13,80,DEF
72,66,49,16,80,MID
72,60,36,13,65,MID
60,62,46,9,79,MID
34,57,28,16,83,DEF
32,49,38,15,74,DEF
75,55,42,7,70,MID
45,27,16,71,25,GK
72,54,22,12,77,MID
62,51,22,12,65,MID
66,61,23,16,79,MID
55,52,23,15,75,MID
66,56,12,7,74,MID
70,73,66,11,66,MID
67,69,63,8,76,MID
53,63,40,12,68,MID
63,69,40,7,70,MID
74,68,45,8,80,MID
65,73,53,13,60,MID
45,49,37,11,59,DEF
86,75,73,9,39,ST
70,68,41,12,87,MID
52,68,70,12,58,MID
33,21,7,77,36,GK
64,70,64,9,75,MID
69,76,50,3,78,MID
52,71,49,12,68,MID
65,67,60,8,82,MID
74,75,62,14,59,MID
74,72,59,6,54,MID
64,71,57,8,80,MID
55,44,22,7,81,MID
34,23,11,72,16,GK
68,71,50,11,68,MID
37,21,8,61,44,GK
60,67,46,15,76,MID
45,20,14,73,22,GK
62,59,30,8,70,MID
74,73,69,14,70,MID
69,50,33,16,54,MID
55,54,22,10,73,MID
67,57,22,7,77,MID
53,70,67,11,74,MID
74,68,58,9,75,MID
66,63,44,8,73,MID
65,47,23,13,78,MID
62,75,48,10,75,MID
63,73,30,14,73,MID
42,15,12,66,36,GK
63,66,42,9,85,MID
44,20,18,73,29,GK
64,59,27,14,75,MID
63,59,30,14,74,MID
73,71,53,15,65,MID
59,71,47,9,75,MID
52,70,42,11,76,MID
62,68,32,7,64,MID
74,64,48,13,72,MID
64,74,38,15,65,MID
61,70,30,14,67,MID
65,68,64,9,62,MID
63,72,45,14,54,MID
62,66,60,7,68,MID
68,70,55,10,75,MID
67,70,30,7,78,MID
49,18,13,72,12,GK
64,68,49,9,69,MID
66,65,52,11,67,MID
71,75,57,13,82,MID
69,56,24,11,70,MID
67,68,69,14,76,MID
66,72,59,16,70,MID
50,15,20,72,38,GK
67,67,45,8,65,MID
63,57,23,10,77,MID
69,73,68,13,75,MID
73,68,66,12,86,MID
64,64,36,7,62,MID
64,69,62,15,86,MID
69,72,58,11,79,MID
64,72,55,8,74,MID
72,66,49,11,77,MID
67,66,50,13,68,MID
74,71,66,6,53,MID
69,75,68,7,73,MID
67,69,57,8,64,MID
62,63,44,8,63,MID
44,60,48,8,73,DEF
74,70,64,13,72,MID
52,75,54,12,64,MID
73,69,56,8,89,MID
69,76,54,12,68,MID
42,14,13,74,21,GK
37,12,14,68,25,GK
55,79,53,10,71,MID
41,24,11,73,34,GK
57,67,62,8,83,MID
68,68,63,11,71,MID
44,24,13,73,28,GK
65,69,47,6,66,MID
58,55,29,11,73,MID
66,69,41,15,65,MID
71,71,40,7,61,MID
65,62,23,14,71,MID
70,74,68,15,71,MID
62,50,24,6,78,MID
75,69,57,6,76,MID
54,54,40,8,72,MID
50,54,28,12,74,MID
55,52,23,15,75,MID
66,53,47,8,73,MID
69,69,23,8,71,MID
67,64,34,8,77,MID
59,66,49,12,73,MID
63,74,67,10,56,MID
68,67,49,10,70,DEF
45,49,37,11,59,DEF
64,67,62,11,55,MID
72,66,44,11,66,MID
56,74,29,8,78,MID
51,51,34,9,69,MID
68,76,59,9,68,MID
91,68,75,9,46,ST
71,69,48,9,72,MID
50,58,34,9,75,MID
69,62,60,8,77,MID
68,65,53,9,59,MID
64,67,35,7,70,MID
33,23,13,73,30,GK
58,61,49,9,78,MID
60,67,46,15,76,MID
75,71,33,12,75,MID
69,75,49,10,77,MID
63,59,41,14,82,MID
36,15,15,71,11,GK
60,73,69,16,72,MID
56,65,40,14,80,MID
72,70,38,11,70,MID
53,58,26,9,70,MID
74,64,48,13,54,MID
65,66,51,8,90,MID
67,76,55,12,59,MID
48,22,17,74,27,GK
36,14,14,73,29,GK
72,72,42,14,67,MID
51,69,38,13,61,MID
68,68,49,14,69,MID
71,70,55,4,82,MID
54,53,28,10,78,MID
67,70,30,7,78,MID
72,75,62,10,67,MID
75,73,63,14,45,MID
24,20,19,75,33,GK
74,70,48,7,68,MID
72,69,53,8,69,MID
52,62,29,6,71,MID
52,44,38,15,77,MID
69,68,45,16,73,MID
69,65,37,14,82,MID
45,20,14,73,28,GK
32,12,14,68,42,GK
44,16,18,78,35,GK
73,71,61,11,63,MID
70,71,34,15,69,MID
41,14,12,70,23,GK
59,59,25,16,80,MID
50,58,28,8,76,MID
71,69,55,8,82,MID
71,70,65,14,67,MID
53,69,65,10,81,MID
61,65,28,6,75,MID
59,72,57,16,74,MID
67,70,39,11,77,MID
37,20,13,73,31,GK
66,72,62,13,56,MID
70,66,59,15,73,MID
30,20,14,71,24,GK
73,64,33,9,71,MID
61,75,71,15,77,MID
77,66,23,14,42,DEF
73,63,53,16,89,MID
66,70,52,8,68,MID
50,56,25,9,80,MID
72,73,63,14,69,MID
32,17,14,69,22,GK
75,75,64,8,55,MID
63,71,45,16,69,MID
63,75,53,15,61,MID
48,50,22,13,76,DEF
74,72,24,11,39,MID
48,11,5,74,20,GK
72,72,65,12,58,MID
74,78,66,8,34,MID
43,33,12,72,31,GK
52,64,48,11,77,MID
53,73,69,16,64,MID
67,67,40,13,72,MID
67,68,43,14,69,MID
71,61,45,13,83,MID
70,75,52,8,68,MID
41,24,8,72,30,GK
64,61,40,7,77,MID
62,52,19,12,52,MID
74,72,36,10,78,MID
73,72,64,9,56,MID
72,65,34,7,82,MID
41,24,10,68,44,GK
75,74,53,12,81,MID
45,66,33,6,50,DEF
69,62,43,15,66,MID
40,21,14,70,34,GK
62,54,27,7,76,MID
59,68,69,7,87,MID
50,52,30,12,63,MID
28,24,19,67,37,GK
67,66,50,6,68,MID
69,70,23,11,68,MID
62,73,70,12,60,MID
63,66,38,13,67,MID
68,63,45,14,69,MID
22,15,5,70,21,GK
69,68,50,14,71,MID
74,73,44,16,70,MID
61,42,34,12,76,MID
35,19,20,72,17,GK
67,68,34,11,79,MID
68,73,49,14,68,MID
66,68,56,11,60,MID
68,58,36,15,83,MID
67,71,64,13,78,MID
55,48,21,13,71,MID
75,71,66,8,56,MID
46,23,16,72,23,GK
28,19,13,69,36,GK
52,64,44,13,76,MID
51,53,22,16,80,MID
68,65,22,12,79,MID
38,14,12,74,22,GK
69,64,39,13,78,MID
62,71,53,8,69,MID
33,24,13,74,13,GK
67,70,62,6,82,MID
74,63,30,6,60,MID
63,75,58,11,61,MID
72,70,50,14,64,MID
52,71,61,6,80,MID
66,69,58,13,77,MID
67,73,65,10,66,MID
74,74,67,7,56,MID
55,25,15,70,35,GK
75,68,57,12,65,MID
62,61,23,13,69,MID
67,67,38,12,81,MID
63,72,70,9,75,MID
73,68,46,11,73,MID
65,48,23,6,70,MID
74,64,48,16,76,MID
15,22,19,61,23,GK
61,71,55,14,78,MID
68,61,47,9,76,MID
70,69,47,11,67,MID
74,64,48,13,72,MID
66,71,57,6,69,MID
32,9,6,71,15,GK
73,69,37,11,68,MID
53,59,21,15,64,MID
65,65,35,16,65,MID
54,73,41,15,62,MID
33,21,7,77,36,GK
75,70,20,15,69,MID
64,65,28,15,64,MID
61,53,39,7,64,MID
61,45,27,6,69,MID
67,71,53,9,59,MID
69,64,24,10,70,MID
42,32,13,70,27,GK
62,72,60,9,66,MID
69,74,45,15,69,MID
57,73,67,8,55,MID
70,66,34,15,84,MID
42,23,12,70,31,GK
75,69,46,14,66,MID
72,66,24,7,74,MID
62,74,67,13,55,MID
75,65,57,16,77,MID
71,69,47,14,66,MID
45,14,14,71,19,GK
69,67,31,8,73,MID
70,73,41,11,80,MID
68,74,67,14,75,MID
73,77,55,9,62,MID
37,21,8,61,44,GK
49,66,53,8,75,DEF
67,69,26,11,72,MID
66,70,46,14,71,MID
69,69,54,9,75,MID
61,53,40,6,66,MID
68,56,22,6,68,MID
28,17,18,70,23,GK
61,65,51,10,69,MID
73,70,63,13,87,MID
45,21,13,72,39,GK
52,60,36,16,71,MID
57,56,34,6,77,MID
61,72,63,10,64,MID
73,65,35,7,73,MID
61,62,39,16,67,MID
70,74,61,7,82,MID
75,68,54,10,51,MID
62,75,48,10,75,MID
71,75,57,13,82,MID
68,65,27,6,67,MID
72,68,53,11,83,MID
51,70,43,8,69,MID
53,61,46,10,71,MID
55,51,21,13,65,MID
72,70,54,15,73,MID
57,66,36,13,63,MID
65,54,40,13,84,MID
67,75,61,9,74,MID
64,62,37,8,84,MID
74,71,59,15,49,MID
60,71,55,8,56,MID
74,74,42,7,72,MID
71,71,57,15,64,MID
46,23,11,73,24,GK
46,18,12,68,19,GK
70,65,20,9,75,MID
55,72,73,8,65,MID
76,66,56,15,77,DEF
62,24,13,71,14,GK
71,71,39,12,70,MID
51,18,18,72,19,GK
63,73,42,13,73,MID
63,22,16,70,37,GK
50,61,31,14,67,MID
68,68,49,14,69,MID
72,71,54,5,70,MID
71,64,62,11,90,MID
54,65,33,13,75,MID
61,74,73,7,59,MID
56,65,34,6,83,MID
62,73,70,12,60,MID
69,67,54,9,78,MID
46,23,14,74,40,GK
62,60,35,12,82,MID
63,72,45,14,54,MID
72,44,22,6,73,MID
50,68,58,8,82,MID
68,67,45,12,75,MID
55,70,70,11,90,MID
46,22,12,70,36,GK
52,12,13,76,26,GK
61,79,31,15,33,MID
55,55,16,14,76,MID
75,74,62,10,66,MID
75,70,49,10,72,MID
75,74,56,5,57,MID
74,67,55,14,58,MID
68,43,35,9,78,MID
53,70,56,6,77,MID
55,51,22,12,67,MID
52,66,21,7,65,MID
62,58,25,11,82,MID
57,72,54,13,68,MID
60,61,21,6,81,MID
67,67,45,8,65,MID
39,19,12,74,32,GK
73,65,62,8,73,MID
66,67,53,6,68,MID
53,73,43,9,63,MID
33,23,13,69,29,GK
68,68,35,10,65,MID
68,64,41,11,72,MID
70,73,70,7,67,MID
55,73,56,16,58,MID
43,20,12,69,22,GK
60,65,59,15,83,MID
70,74,61,6,52,MID
69,61,45,13,71,MID
75,67,41,14,70,MID
64,72,56,16,67,MID
65,64,37,8,71,MID
55,41,18,16,73,MID
62,72,69,12,61,MID
56,61,40,13,67,MID
72,69,55,7,75,MID
55,73,55,11,58,MID
75,69,41,14,56,MID
66,67,31,15,67,MID
64,53,32,8,71,MID
59,33,24,13,77,MID
40,15,17,70,30,GK
65,72,63,12,62,MID
58,69,48,10,61,MID
53,52,23,11,76,MID
56,69,50,12,68,MID
63,65,36,11,79,MID
70,65,56,6,80,MID
36,21,12,71,33,GK
69,60,20,11,73,MID
66,54,17,14,70,MID
50,64,24,13,74,MID
67,55,36,12,77,MID
15,22,16,61,23,GK
71,65,64,9,80,MID
56,60,31,8,61,MID
52,31,12,75,21,GK
32,9,6,71,15,GK
58,50,23,7,73,DEF
47,22,11,70,12,GK
71,69,39,16,75,MID
75,73,38,14,67,MID
60,23,14,70,26,GK
58,72,67,8,55,MID
67,69,26,10,64,MID
67,76,57,15,66,MID
71,49,29,14,72,MID
72,73,45,13,69,MID
69,55,21,13,76,MID
68,63,24,15,72,MID
71,67,64,12,71,MID
73,66,68,15,74,MID
65,66,48,7,80,MID
71,67,33,11,60,MID
58,52,35,7,50,MID
53,35,14,74,28,GK
72,72,66,7,59,MID
41,14,12,70,31,GK
70,70,40,16,70,MID
57,72,38,6,51,MID
68,62,30,3,71,MID
34,18,13,71,25,GK
66,75,58,14,44,MID
69,66,31,8,72,MID
52,18,11,71,20,GK
54,74,65,16,51,MID
50,71,57,6,70,MID
45,22,11,70,25,GK
68,74,58,13,78,MID
64,62,49,13,71,MID
66,56,37,12,62,MID
21,15,11,68,32,GK
59,73,51,10,71,MID
88,79,73,13,36,ST
73,61,58,16,76,MID
68,73,43,7,88,MID
50,40,23,9,81,MID
75,70,56,16,75,MID
65,52,52,13,63,MID
57,8,7,64,35,GK
25,33,12,69,39,GK
57,61,26,10,62,MID
70,68,53,10,80,MID
75,68,38,15,73,MID
68,63,62,9,64,MID
65,61,26,7,71,MID
62,70,56,14,73,MID
70,57,30,15,74,MID
58,60,40,9,84,MID
40,23,13,71,14,GK
34,25,12,66,44,GK
37,22,11,72,34,GK
68,65,42,7,79,MID
42,23,12,72,32,GK
60,61,55,12,77,MID
72,66,35,11,56,MID
33,17,8,69,39,GK
66,66,39,14,80,MID
73,68,53,16,73,MID
68,71,56,8,75,MID
72,73,58,12,70,MID
41,15,13,69,37,GK
64,66,51,8,80,MID
62,56,22,7,64,MID
65,48,45,8,57,MID
50,60,23,14,68,MID
59,61,34,9,46,MID
62,28,4,69,23,GK
45,32,12,71,17,GK
66,43,25,13,72,MID
55,52,22,10,74,MID
67,64,25,7,70,MID
72,68,48,13,81,MID
41,24,13,72,33,GK
61,58,42,6,73,MID
67,65,17,12,79,MID
45,15,10,73,20,GK
51,51,20,6,77,MID
67,72,64,11,57,MID
54,71,50,15,68,MID
54,52,56,13,72,MID
33,27,9,67,21,GK
66,51,33,12,78,MID
74,62,46,13,62,MID
63,72,62,16,73,MID
23,30,12,71,38,GK
64,61,51,11,55,MID
70,59,45,8,66,MID
67,61,45,15,66,MID
75,62,55,12,55,MID
69,66,68,16,65,MID
90,72,73,16,66,ST
88,64,74,6,49,ST
43,22,12,78,33,GK
44,27,14,73,25,GK
64,64,47,10,69,MID
47,28,10,62,28,GK
38,14,8,71,42,GK
75,65,32,9,65,MID
67,68,34,11,79,MID
45,22,14,78,18,GK
71,62,51,12,57,MID
52,72,60,15,70,MID
41,52,15,5,61,DEF
69,73,39,7,66,MID
49,64,48,9,85,DEF
59,27,14,70,13,GK
57,69,52,10,66,MID
35,14,12,70,21,GK
59,63,49,14,66,MID
71,69,39,8,61,MID
74,65,48,12,60,MID
75,71,54,15,70,MID
56,51,52,9,49,MID
30,21,12,73,33,GK
71,70,56,16,53,MID
65,51,28,6,77,MID
67,72,55,8,70,MID
59,26,16,71,37,GK
46,24,14,73,19,GK
45,23,18,70,39,GK
72,67,52,8,72,MID
57,71,60,5,68,MID
76,46,36,14,58,DEF
52,70,61,10,72,DEF
53,59,35,7,65,MID
71,69,45,14,67,MID
52,74,60,11,70,MID
75,61,43,14,70,MID
74,69,46,10,75,MID
53,70,55,13,70,MID
40,25,14,71,21,GK
67,63,52,12,71,MID
62,35,19,12,68,MID
71,49,29,14,72,MID
40,23,17,67,36,GK
73,62,24,8,61,MID
71,66,30,7,71,MID
72,67,62,8,48,MID
68,56,42,8,65,MID
42,25,9,70,31,GK
70,65,52,15,65,MID
75,65,26,8,63,MID
61,63,40,9,65,MID
31,21,14,70,35,GK
68,64,47,6,80,MID
65,52,52,13,63,MID
58,76,62,11,44,MID
71,66,69,8,62,MID
65,72,63,6,70,MID
67,73,61,14,69,MID
69,72,74,15,53,MID
65,32,34,9,77,MID
70,70,41,11,71,MID
31,49,23,15,63,DEF
61,61,32,13,78,MID
43,31,19,67,24,GK
70,63,43,16,79,MID
68,68,32,10,63,MID
53,24,14,72,18,GK
68,71,62,13,81,MID
70,69,61,11,75,MID
66,67,69,7,53,MID
74,62,34,10,79,MID
67,70,60,14,65,MID
74,69,57,7,66,MID
67,71,57,9,68,MID
64,61,51,11,55,MID
70,74,53,10,64,MID
68,66,28,15,65,MID
73,70,61,14,71,MID
70,68,26,10,72,MID
75,68,54,7,75,MID
62,70,67,13,86,MID
63,69,60,11,73,MID
66,52,29,8,74,MID
49,74,41,14,51,DEF
72,64,64,13,64,MID
75,68,21,14,72,MID
69,66,49,10,67,MID
36,13,11,70,29,GK
63,72,52,12,70,MID
71,70,51,8,64,MID
60,65,26,7,54,MID
51,59,30,6,78,MID
74,72,18,16,72,MID
73,73,65,13,62,MID
92,66,73,14,32,ST
71,70,55,14,66,MID
71,70,58,8,74,MID
71,61,17,16,79,MID
70,69,66,13,63,MID
46,20,14,74,41,GK
68,42,32,13,70,MID
69,70,63,14,71,MID
62,54,40,14,72,MID
71,69,31,15,78,MID
89,72,72,5,75,ST
72,72,71,7,70,MID
53,11,12,72,41,GK
76,63,23,5,64,DEF
67,73,52,15,68,MID
54,62,38,15,69,MID
73,71,65,9,45,MID
42,17,11,70,18,GK
74,71,72,13,59,MID
68,65,40,16,78,MID
72,71,66,16,60,MID
61,61,42,8,69,MID
43,18,14,72,26,GK
42,61,32,15,85,DEF
75,71,53,14,54,MID
56,68,60,14,82,MID
66,68,40,15,61,MID
44,21,11,70,30,GK
70,73,52,10,59,MID
75,57,40,8,71,MID
68,48,21,4,70,MID
50,73,53,7,73,MID
66,61,29,10,71,MID
72,68,44,12,80,MID
73,68,39,10,73,MID
74,71,73,9,65,MID
70,63,42,14,70,MID
73,54,18,7,54,MID
58,70,62,14,73,MID
53,69,30,9,88,MID
44,68,56,15,80,MID
50,67,60,7,78,MID
61,70,64,8,56,MID
60,35,33,11,66,MID
47,23,11,70,25,GK
67,50,41,15,70,MID
68,71,48,15,88,MID
61,68,52,13,74,MID
66,66,45,14,63,MID
75,75,33,16,68,MID
67,73,61,14,74,MID
58,65,51,7,80,MID
49,15,14,71,20,GK
53,21,13,70,40,GK
28,25,14,65,29,GK
63,20,12,67,32,GK
